sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
team_all_time,Drafting skill,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Drafting skill all-time (<value>).,<team> passes <other> for <N>th-lowest Drafting skill all-time (<value>).
team_all_time,Trading skill,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Trading skill all-time (<value>).,<team> passes <other> for <N>th-lowest Trading skill all-time (<value>).
team_all_time,Add/Drop skill,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Add/Drop skill all-time (<value>).,<team> passes <other> for <N>th-lowest Add/Drop skill all-time (<value>).
team_all_time,Times Brosenzweig,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Brosenzweig all-time (<value>).,<team> passes <other> for <N>th-lowest Times Brosenzweig all-time (<value>).
team_all_time,Times Sisenzweig,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Sisenzweig all-time (<value>).,<team> passes <other> for <N>th-lowest Times Sisenzweig all-time (<value>).
team_all_time,Times Highest score?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Highest score? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Highest score? all-time (<value>).
team_all_time,Times Lowest score?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Lowest score? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Lowest score? all-time (<value>).
team_all_time,Times Narrowest victory?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Narrowest victory? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Narrowest victory? all-time (<value>).
team_all_time,Times Largest blowout?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Largest blowout? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Largest blowout? all-time (<value>).
team_all_time,Times Most efficient?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Most efficient? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Most efficient? all-time (<value>).
team_all_time,Times Least efficient?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Least efficient? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Least efficient? all-time (<value>).
team_all_time,Times Top half of league?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Top half of league? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Top half of league? all-time (<value>).
team_all_time,Times One-man army?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times One-man army? all-time (<value>).,<team> passes <other> for <N>th-lowest Times One-man army? all-time (<value>).
team_all_time,Times Most bench points?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Most bench points? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Most bench points? all-time (<value>).
team_all_time,Times Most injured?,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Times Most injured? all-time (<value>).,<team> passes <other> for <N>th-lowest Times Most injured? all-time (<value>).
team_all_time,Average weekly starter turnover,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Average weekly starter turnover all-time (<value>).,<team> passes <other> for <N>th-lowest Average weekly starter turnover all-time (<value>).
team_all_time,Average weekly roster turnover,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Average weekly roster turnover all-time (<value>).,<team> passes <other> for <N>th-lowest Average weekly roster turnover all-time (<value>).
team_all_time,Number of QB started,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of QB started all-time (<value>).,<team> passes <other> for <N>th-lowest Number of QB started all-time (<value>).
team_all_time,Number of WR started,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of WR started all-time (<value>).,<team> passes <other> for <N>th-lowest Number of WR started all-time (<value>).
team_all_time,Number of RB started,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of RB started all-time (<value>).,<team> passes <other> for <N>th-lowest Number of RB started all-time (<value>).
team_all_time,Number of TE started,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of TE started all-time (<value>).,<team> passes <other> for <N>th-lowest Number of TE started all-time (<value>).
team_all_time,Number of QB rostered,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of QB rostered all-time (<value>).,<team> passes <other> for <N>th-lowest Number of QB rostered all-time (<value>).
team_all_time,Number of WR rostered,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of WR rostered all-time (<value>).,<team> passes <other> for <N>th-lowest Number of WR rostered all-time (<value>).
team_all_time,Number of RB rostered,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of RB rostered all-time (<value>).,<team> passes <other> for <N>th-lowest Number of RB rostered all-time (<value>).
team_all_time,Number of TE rostered,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of TE rostered all-time (<value>).,<team> passes <other> for <N>th-lowest Number of TE rostered all-time (<value>).
team_all_time,Most number of players started from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of players started from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of players started from same NFL team all-time (<value>).
team_all_time,Most number of players rostered from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of players rostered from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of players rostered from same NFL team all-time (<value>).
team_all_time,Most number of QBs started from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of QBs started from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of QBs started from same NFL team all-time (<value>).
team_all_time,Most number of QBs rostered from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of QBs rostered from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of QBs rostered from same NFL team all-time (<value>).
team_all_time,Most number of RBs started from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of RBs started from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of RBs started from same NFL team all-time (<value>).
team_all_time,Most number of RBs rostered from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of RBs rostered from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of RBs rostered from same NFL team all-time (<value>).
team_all_time,Most number of WR started from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of WR started from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of WR started from same NFL team all-time (<value>).
team_all_time,Most number of WR rostered from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of WR rostered from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of WR rostered from same NFL team all-time (<value>).
team_all_time,Most number of TE started from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of TE started from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of TE started from same NFL team all-time (<value>).
team_all_time,Most number of TE rostered from same NFL team,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Most number of TE rostered from same NFL team all-time (<value>).,<team> passes <other> for <N>th-lowest Most number of TE rostered from same NFL team all-time (<value>).
team_all_time,Number of NFL teams among starting players,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of NFL teams among starting players all-time (<value>).,<team> passes <other> for <N>th-lowest Number of NFL teams among starting players all-time (<value>).
team_all_time,Number of NFL teams among rostered players,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of NFL teams among rostered players all-time (<value>).,<team> passes <other> for <N>th-lowest Number of NFL teams among rostered players all-time (<value>).
team_all_time,Stacks,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Stacks all-time (<value>).,<team> passes <other> for <N>th-lowest Stacks all-time (<value>).
team_all_time,Number of rookies started,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of rookies started all-time (<value>).,<team> passes <other> for <N>th-lowest Number of rookies started all-time (<value>).
team_all_time,Number of rookies rostered,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest Number of rookies rostered all-time (<value>).,<team> passes <other> for <N>th-lowest Number of rookies rostered all-time (<value>).
team_all_time,% of players drafted,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest % of players drafted all-time (<value>).,<team> passes <other> for <N>th-lowest % of players drafted all-time (<value>).
team_all_time,% of 3rd year+ players drafted,all-time change (any movement among the 8),n/a,<team> passes <other> for <N>th-highest % of 3rd year+ players drafted all-time (<value>).,<team> passes <other> for <N>th-lowest % of 3rd year+ players drafted all-time (<value>).
